"GEOID","NAME","total_pop","median_hh_income","white","black","ai_an","asian","hi_pi","hisp_lat","pct_white","pct_black","pct_ai_an","pct_asian","pct_hi_pi","pct_hisp_lat","pct_poc","total_hh","total_hh_owner","total_hh_renter","pct_owners","pct_renters","total_owner_more_than_4","total_owner_less_than_4","total_renter_more_than_4","total_renter_less_than_4","total_hh_more_than_4","total_hh_less_than_4","pct_owner_more_than_4","pct_renter_more_than_4","pct_total_hh_more_than_4","poc_bin","income_bin"
"01037","Coosa County, Alabama",10757,38990,6970,3615,8,0,0,109,64.8,33.6,0.1,0,0,1,35.2,4032,3195,837,79.24,20.76,199,2996,31,806,230,3802,6.2,3.7,5.7,"25% - 50% P.O.C.","Less than $44000"
"01039","Covington County, Alabama",37200,42189,30984,4981,22,142,34,629,83.3,13.4,0.1,0.4,0.1,1.7,16.7,14852,11061,3791,74.47,25.53,888,10173,273,3518,1161,13691,8,7.2,7.8,"Less than 25% P.O.C.","Less than $44000"
"01041","Crenshaw County, Alabama",13844,43163,9827,3202,92,175,9,110,71,23.1,0.7,1.3,0.1,0.8,29,4943,3731,1212,75.48,24.52,157,3574,73,1139,230,4713,4.2,6,4.7,"25% - 50% P.O.C.","Less than $44000"
"01043","Cullman County, Alabama",82853,44918,76129,1034,234,314,0,3611,91.9,1.2,0.3,0.4,0,4.4,8.1,31034,23216,7818,74.81,25.19,2069,21147,582,7236,2651,28383,8.9,7.4,8.5,"Less than 25% P.O.C.","$44000 - $52000"
"01045","Dale County, Alabama",49277,47214,33787,9749,280,603,4,3210,68.6,19.8,0.6,1.2,0,6.5,31.4,18806,11300,7506,60.09,39.91,609,10691,940,6566,1549,17257,5.4,12.5,8.2,"25% - 50% P.O.C.","$44000 - $52000"
"01047","Dallas County, Alabama",39149,33845,10694,27572,37,222,5,419,27.3,70.4,0.1,0.6,0,1.1,72.7,15910,9441,6469,59.34,40.66,648,8793,608,5861,1256,14654,6.9,9.4,7.9,"50% - 75% P.O.C.","Less than $44000"
"01049","DeKalb County, Alabama",71310,40440,57359,1021,766,86,150,10376,80.4,1.4,1.1,0.1,0.2,14.6,19.6,26040,18627,7413,71.53,28.47,1771,16856,997,6416,2768,23272,9.5,13.4,10.6,"Less than 25% P.O.C.","Less than $44000"
"01051","Elmore County, Alabama",81144,60891,59364,17223,211,439,0,2404,73.2,21.2,0.3,0.5,0,3,26.8,29708,21763,7945,73.26,26.74,1727,20036,732,7213,2459,27249,7.9,9.2,8.3,"25% - 50% P.O.C.","$60000 or more"
"01053","Escambia County, Alabama",37057,36275,22321,11850,1476,102,55,865,60.2,32,4,0.3,0.1,2.3,39.8,13089,8943,4146,68.32,31.68,695,8248,209,3937,904,12185,7.8,5,6.9,"25% - 50% P.O.C.","Less than $44000"
"01055","Etowah County, Alabama",102748,44637,80001,15861,377,764,24,3982,77.9,15.4,0.4,0.7,0,3.9,22.1,38942,28267,10675,72.59,27.41,1712,26555,754,9921,2466,36476,6.1,7.1,6.3,"Less than 25% P.O.C.","$44000 - $52000"
"01057","Fayette County, Alabama",16494,39856,13937,1843,0,78,7,297,84.5,11.2,0,0.5,0,1.8,15.5,6802,5255,1547,77.26,22.74,323,4932,124,1423,447,6355,6.1,8,6.6,"Less than 25% P.O.C.","Less than $44000"
"01059","Franklin County, Alabama",31466,43514,24181,1349,88,117,0,5400,76.8,4.3,0.3,0.4,0,17.2,23.2,11048,7821,3227,70.79,29.21,777,7044,425,2802,1202,9846,9.9,13.2,10.9,"Less than 25% P.O.C.","Less than $44000"
"01061","Geneva County, Alabama",26417,41732,22151,2487,236,115,12,1051,83.9,9.4,0.9,0.4,0,4,16.1,10383,7476,2907,72,28,432,7044,240,2667,672,9711,5.8,8.3,6.5,"Less than 25% P.O.C.","Less than $44000"
"01063","Greene County, Alabama",8324,24145,1435,6614,37,0,0,145,17.2,79.5,0.4,0,0,1.7,82.8,2951,1979,972,67.06,32.94,69,1910,41,931,110,2841,3.5,4.2,3.7,"75% or more P.O.C.","Less than $44000"
"01065","Hale County, Alabama",14809,34046,5854,8792,30,33,0,4,39.5,59.4,0.2,0.2,0,0,60.5,5650,4285,1365,75.84,24.16,272,4013,87,1278,359,5291,6.3,6.4,6.4,"50% - 75% P.O.C.","Less than $44000"
"01067","Henry County, Alabama",17133,50017,11851,4549,30,68,17,449,69.2,26.6,0.2,0.4,0.1,2.6,30.8,6630,5525,1105,83.33,16.67,414,5111,48,1057,462,6168,7.5,4.3,7,"25% - 50% P.O.C.","$44000 - $52000"
"01069","Houston County, Alabama",104702,47580,69580,28021,262,909,45,3479,66.5,26.8,0.3,0.9,0,3.3,33.5,39311,25829,13482,65.7,34.3,1801,24028,981,12501,2782,36529,7,7.3,7.1,"25% - 50% P.O.C.","$44000 - $52000"
"01071","Jackson County, Alabama",51852,41769,46277,1775,582,232,55,1519,89.2,3.4,1.1,0.4,0.1,2.9,10.8,20695,15629,5066,75.52,24.48,1104,14525,392,4674,1496,19199,7.1,7.7,7.2,"Less than 25% P.O.C.","Less than $44000"
"01073","Jefferson County, Alabama",659680,53901,329108,282363,1052,10335,201,25557,49.9,42.8,0.2,1.6,0,3.9,50.1,261231,163799,97432,62.7,37.3,12539,151260,5886,91546,18425,242806,7.7,6,7.1,"50% - 75% P.O.C.","$52000 - $60000"
"01075","Lamar County, Alabama",13885,38364,11940,1479,3,17,0,229,86,10.7,0,0.1,0,1.6,14,5856,4429,1427,75.63,24.37,397,4032,10,1417,407,5449,9,0.7,7,"Less than 25% P.O.C.","Less than $44000"
"01077","Lauderdale County, Alabama",92556,48094,78414,9388,363,593,62,2476,84.7,10.1,0.4,0.6,0.1,2.7,15.3,38471,26214,12257,68.14,31.86,1901,24313,480,11777,2381,36090,7.3,3.9,6.2,"Less than 25% P.O.C.","$44000 - $52000"
"01079","Lawrence County, Alabama",33058,44886,25285,3496,1852,65,27,724,76.5,10.6,5.6,0.2,0.1,2.2,23.5,12677,9845,2832,77.66,22.34,475,9370,246,2586,721,11956,4.8,8.7,5.7,"Less than 25% P.O.C.","$44000 - $52000"
"01081","Lee County, Alabama",161152,51463,108684,36623,296,6626,0,5925,67.4,22.7,0.2,4.1,0,3.7,32.6,60237,37111,23126,61.61,38.39,3300,33811,1016,22110,4316,55921,8.9,4.4,7.2,"25% - 50% P.O.C.","$44000 - $52000"
"01083","Limestone County, Alabama",94727,59686,72508,12880,648,1301,54,5700,76.5,13.6,0.7,1.4,0.1,6,23.5,32143,24951,7192,77.62,22.38,2004,22947,841,6351,2845,29298,8,11.7,8.9,"Less than 25% P.O.C.","$52000 - $60000"
"01085","Lowndes County, Alabama",10079,30036,2485,7495,13,0,0,50,24.7,74.4,0.1,0,0,0.5,75.3,4251,3157,1094,74.26,25.74,171,2986,133,961,304,3947,5.4,12.2,7.2,"75% or more P.O.C.","Less than $44000"
"01087","Macon County, Alabama",18708,33370,2966,15442,16,32,0,152,15.9,82.5,0.1,0.2,0,0.8,84.1,7474,4894,2580,65.48,34.52,282,4612,180,2400,462,7012,5.8,7,6.2,"75% or more P.O.C.","Less than $44000"
"01089","Madison County, Alabama",362276,65449,234316,87115,2044,9492,290,17928,64.7,24,0.6,2.6,0.1,4.9,35.3,148189,99046,49143,66.84,33.16,7495,91551,3258,45885,10753,137436,7.6,6.6,7.3,"25% - 50% P.O.C.","$60000 or more"
"01091","Marengo County, Alabama",19321,33241,8672,10348,21,0,0,196,44.9,53.6,0.1,0,0,1,55.1,7361,5262,2099,71.48,28.52,300,4962,13,2086,313,7048,5.7,0.6,4.3,"50% - 75% P.O.C.","Less than $44000"
"01093","Marion County, Alabama",29866,35930,27433,1025,141,54,0,777,91.9,3.4,0.5,0.2,0,2.6,8.1,11997,9015,2982,75.14,24.86,591,8424,178,2804,769,11228,6.6,6,6.4,"Less than 25% P.O.C.","Less than $44000"
"01095","Marshall County, Alabama",95643,45983,77236,2549,349,573,51,13357,80.8,2.7,0.4,0.6,0.1,14,19.2,34883,24480,10403,70.18,29.82,1951,22529,1389,9014,3340,31543,8,13.4,9.6,"Less than 25% P.O.C.","$44000 - $52000"
"01097","Mobile County, Alabama",414114,47583,235599,147186,3140,7837,47,12018,56.9,35.5,0.8,1.9,0,2.9,43.1,156251,100853,55398,64.55,35.45,7955,92898,4457,50941,12412,143839,7.9,8,7.9,"25% - 50% P.O.C.","$44000 - $52000"
"01099","Monroe County, Alabama",21270,30441,11544,9010,372,58,6,81,54.3,42.4,1.7,0.3,0,0.4,45.7,8166,5197,2969,63.64,36.36,287,4910,63,2906,350,7816,5.5,2.1,4.3,"25% - 50% P.O.C.","Less than $44000"
"01101","Montgomery County, Alabama",226941,50124,76937,131160,323,6362,49,7978,33.9,57.8,0.1,2.8,0,3.5,66.1,89527,52265,37262,58.38,41.62,3286,48979,3124,34138,6410,83117,6.3,8.4,7.2,"50% - 75% P.O.C.","$44000 - $52000"
"01103","Morgan County, Alabama",119213,52156,90163,15132,565,760,66,9962,75.6,12.7,0.5,0.6,0.1,8.4,24.4,45918,33392,12526,72.72,27.28,2848,30544,1030,11496,3878,42040,8.5,8.2,8.4,"Less than 25% P.O.C.","$52000 - $60000"
"01105","Perry County, Alabama",9293,23447,2727,6441,3,8,0,110,29.3,69.3,0,0.1,0,1.2,70.7,3070,2206,864,71.86,28.14,150,2056,11,853,161,2909,6.8,1.3,5.2,"50% - 75% P.O.C.","Less than $44000"
"01107","Pickens County, Alabama",20243,39848,10860,8065,28,12,12,985,53.6,39.8,0.1,0.1,0.1,4.9,46.4,7637,5747,1890,75.25,24.75,441,5306,141,1749,582,7055,7.7,7.5,7.6,"25% - 50% P.O.C.","Less than $44000"
"01109","Pike County, Alabama",33333,37446,18672,12194,188,734,3,750,56,36.6,0.6,2.2,0,2.3,44,11601,7225,4376,62.28,37.72,491,6734,175,4201,666,10935,6.8,4,5.7,"25% - 50% P.O.C.","Less than $44000"
"01111","Randolph County, Alabama",22647,43395,17052,4455,38,47,0,668,75.3,19.7,0.2,0.2,0,2.9,24.7,8702,6670,2032,76.65,23.35,454,6216,162,1870,616,8086,6.8,8,7.1,"Less than 25% P.O.C.","Less than $44000"
"01113","Russell County, Alabama",57952,42443,26696,25158,153,506,23,3182,46.1,43.4,0.3,0.9,0,5.5,53.9,23262,13999,9263,60.18,39.82,950,13049,625,8638,1575,21687,6.8,6.7,6.8,"50% - 75% P.O.C.","Less than $44000"
"01115","St. Clair County, Alabama",87989,58308,75556,8418,304,703,11,2133,85.9,9.6,0.3,0.8,0,2.4,14.1,32036,25595,6441,79.89,20.11,2210,23385,710,5731,2920,29116,8.6,11,9.1,"Less than 25% P.O.C.","$52000 - $60000"
"01117","Shelby County, Alabama",213432,77799,166190,25665,559,4399,51,12208,77.9,12,0.3,2.1,0,5.7,22.1,79630,64123,15507,80.53,19.47,4784,59339,988,14519,5772,73858,7.5,6.4,7.2,"Less than 25% P.O.C.","$60000 or more"
"01119","Sumter County, Alabama",12797,24320,3175,9203,9,274,0,68,24.8,71.9,0.1,2.1,0,0.5,75.2,5202,3333,1869,64.07,35.93,249,3084,35,1834,284,4918,7.5,1.9,5.5,"75% or more P.O.C.","Less than $44000"
"01121","Talladega County, Alabama",80387,41325,50344,26022,342,494,23,1842,62.6,32.4,0.4,0.6,0,2.3,37.4,31395,22382,9013,71.29,28.71,1571,20811,533,8480,2104,29291,7,5.9,6.7,"25% - 50% P.O.C.","Less than $44000"
"01123","Tallapoosa County, Alabama",40541,45828,27922,10934,90,145,0,981,68.9,27,0.2,0.4,0,2.4,31.1,16205,12131,4074,74.86,25.14,526,11605,240,3834,766,15439,4.3,5.9,4.7,"25% - 50% P.O.C.","$44000 - $52000"
"01125","Tuscaloosa County, Alabama",207305,53326,127593,66113,332,3335,93,7702,61.5,31.9,0.2,1.6,0,3.7,38.5,72461,46191,26270,63.75,36.25,4214,41977,1398,24872,5612,66849,9.1,5.3,7.7,"25% - 50% P.O.C.","$52000 - $60000"
"01127","Walker County, Alabama",64110,43629,57024,3953,98,313,0,1595,88.9,6.2,0.2,0.5,0,2.5,11.1,25019,19327,5692,77.25,22.75,1377,17950,631,5061,2008,23011,7.1,11.1,8,"Less than 25% P.O.C.","Less than $44000"
"01129","Washington County, Alabama",16541,41370,10743,3894,1209,42,0,241,64.9,23.5,7.3,0.3,0,1.5,35.1,5990,4951,1039,82.65,17.35,361,4590,177,862,538,5452,7.3,17,9,"25% - 50% P.O.C.","Less than $44000"
"01131","Wilcox County, Alabama",10681,31014,2867,7410,10,3,0,57,26.8,69.4,0.1,0,0,0.5,73.2,3854,2617,1237,67.9,32.1,206,2411,61,1176,267,3587,7.9,4.9,6.9,"50% - 75% P.O.C.","Less than $44000"
"01133","Winston County, Alabama",23784,35788,22285,174,81,37,12,750,93.7,0.7,0.3,0.2,0.1,3.2,6.3,9592,7617,1975,79.41,20.59,375,7242,97,1878,472,9120,4.9,4.9,4.9,"Less than 25% P.O.C.","Less than $44000"
"02013","Aleutians East Borough, Alaska",3385,69250,447,109,1553,666,34,305,13.2,3.2,45.9,19.7,1,9,86.8,890,568,322,63.82,36.18,60,508,28,294,88,802,10.6,8.7,9.9,"75% or more P.O.C.","$60000 or more"
"02016","Aleutians West Census Area, Alaska",5698,87466,1358,191,597,2258,151,801,23.8,3.4,10.5,39.6,2.7,14.1,76.2,1187,335,852,28.22,71.78,32,303,87,765,119,1068,9.6,10.2,10,"75% or more P.O.C.","$60000 or more"
"02020","Anchorage Municipality, Alaska",293531,84928,169960,15486,21640,27683,7088,26927,57.9,5.3,7.4,9.4,2.4,9.2,42.1,106567,65367,41200,61.34,38.66,7432,57935,4464,36736,11896,94671,11.4,10.8,11.2,"25% - 50% P.O.C.","$60000 or more"
"02050","Bethel Census Area, Alaska",18134,53553,1764,134,14960,195,39,471,9.7,0.7,82.5,1.1,0.2,2.6,90.3,4489,2611,1878,58.16,41.84,974,1637,461,1417,1435,3054,37.3,24.5,32,"75% or more P.O.C.","$52000 - $60000"
"02060","Bristol Bay Borough, Alaska",875,79808,445,5,299,2,2,32,50.9,0.6,34.2,0.2,0.2,3.7,49.1,314,169,145,53.82,46.18,12,157,15,130,27,287,7.1,10.3,8.6,"25% - 50% P.O.C.","$60000 or more"
"02068","Denali Borough, Alaska",2246,81719,1892,26,49,58,0,7,84.2,1.2,2.2,2.6,0,0.3,15.8,613,500,113,81.57,18.43,41,459,0,113,41,572,8.2,0,6.7,"Less than 25% P.O.C.","$60000 or more"
"02070","Dillingham Census Area, Alaska",4961,56898,764,79,3518,67,3,184,15.4,1.6,70.9,1.4,0.1,3.7,84.6,1427,885,542,62.02,37.98,242,643,99,443,341,1086,27.3,18.3,23.9,"75% or more P.O.C.","$52000 - $60000"
"02090","Fairbanks North Star Borough, Alaska",99072,76992,69282,4236,7204,3064,506,7972,69.9,4.3,7.3,3.1,0.5,8,30.1,36188,21322,14866,58.92,41.08,2375,18947,1374,13492,3749,32439,11.1,9.2,10.4,"25% - 50% P.O.C.","$60000 or more"
"02100","Haines Borough, Alaska",2518,58059,1952,0,219,33,4,113,77.5,0,8.7,1.3,0.2,4.5,22.5,1007,669,338,66.43,33.57,55,614,18,320,73,934,8.2,5.3,7.2,"Less than 25% P.O.C.","$52000 - $60000"
"02105","Hoonah-Angoon Census Area, Alaska",2139,59803,937,65,769,34,0,146,43.8,3,36,1.6,0,6.8,56.2,791,597,194,75.47,24.53,40,557,22,172,62,729,6.7,11.3,7.8,"50% - 75% P.O.C.","$52000 - $60000"
"02110","Juneau City and Borough, Alaska",32227,88390,20844,316,3305,2079,320,2186,64.7,1,10.3,6.5,1,6.8,35.3,12676,8212,4464,64.78,35.22,696,7516,325,4139,1021,11655,8.5,7.3,8.1,"25% - 50% P.O.C.","$60000 or more"
"02122","Kenai Peninsula Borough, Alaska",58464,66064,46726,313,4514,917,195,2428,79.9,0.5,7.7,1.6,0.3,4.2,20.1,21630,15750,5880,72.82,27.18,1357,14393,727,5153,2084,19546,8.6,12.4,9.6,"Less than 25% P.O.C.","$60000 or more"
"02130","Ketchikan Gateway Borough, Alaska",13800,72728,8827,104,1853,1101,27,727,64,0.8,13.4,8,0.2,5.3,36,5397,3322,2075,61.55,38.45,408,2914,137,1938,545,4852,12.3,6.6,10.1,"25% - 50% P.O.C.","$60000 or more"
"02150","Kodiak Island Borough, Alaska",13451,85839,6595,28,1610,3052,45,1198,49,0.2,12,22.7,0.3,8.9,51,4261,2326,1935,54.59,45.41,402,1924,278,1657,680,3581,17.3,14.4,16,"50% - 75% P.O.C.","$60000 or more"
"02158","Kusilvak Census Area, Alaska",8250,36754,295,8,7582,11,5,93,3.6,0.1,91.9,0.1,0.1,1.1,96.4,1724,1236,488,71.69,28.31,644,592,217,271,861,863,52.1,44.5,49.9,"75% or more P.O.C.","Less than $44000"
"02164","Lake and Peninsula Borough, Alaska",1393,44135,292,16,972,23,5,2,21,1.1,69.8,1.7,0.4,0.1,79,421,301,120,71.5,28.5,48,253,25,95,73,348,15.9,20.8,17.3,"75% or more P.O.C.","$44000 - $52000"
"02170","Matanuska-Susitna Borough, Alaska",105369,75493,83473,1207,6366,1446,237,5198,79.2,1.1,6,1.4,0.2,4.9,20.8,31217,24059,7158,77.07,22.93,3474,20585,648,6510,4122,27095,14.4,9.1,13.2,"Less than 25% P.O.C.","$60000 or more"
"02180","Nome Census Area, Alaska",9988,61048,1464,83,7426,153,14,274,14.7,0.8,74.3,1.5,0.1,2.7,85.3,2844,1720,1124,60.48,39.52,597,1123,231,893,828,2016,34.7,20.6,29.1,"75% or more P.O.C.","$60000 or more"
"02185","North Slope Borough, Alaska",9792,79306,3027,141,4977,527,182,199,30.9,1.4,50.8,5.4,1.9,2,69.1,1979,1042,937,52.65,47.35,416,626,283,654,699,1280,39.9,30.2,35.3,"50% - 75% P.O.C.","$60000 or more"
"02188","Northwest Arctic Borough, Alaska",7715,60906,831,83,6332,77,8,112,10.8,1.1,82.1,1,0.1,1.5,89.2,1795,1009,786,56.21,43.79,394,615,172,614,566,1229,39,21.9,31.5,"75% or more P.O.C.","$60000 or more"
"02195","Petersburg Borough, Alaska",3257,69948,2133,33,238,149,19,381,65.5,1,7.3,4.6,0.6,11.7,34.5,1187,817,370,68.83,31.17,92,725,14,356,106,1081,11.3,3.8,8.9,"25% - 50% P.O.C.","$60000 or more"
"02198","Prince of Wales-Hyder Census Area, Alaska",6407,52379,2900,29,2466,91,40,247,45.3,0.5,38.5,1.4,0.6,3.9,54.7,2371,1725,646,72.75,27.25,167,1558,79,567,246,2125,9.7,12.2,10.4,"50% - 75% P.O.C.","$52000 - $60000"
"02220","Sitka City and Borough, Alaska",8640,73682,5320,61,1063,575,8,584,61.6,0.7,12.3,6.7,0.1,6.8,38.4,3547,2102,1445,59.26,40.74,100,2002,73,1372,173,3374,4.8,5.1,4.9,"25% - 50% P.O.C.","$60000 or more"
"02230","Skagway Municipality, Alaska",1107,73906,909,37,56,9,0,63,82.1,3.3,5.1,0.8,0,5.7,17.9,375,200,175,53.33,46.67,13,187,2,173,15,360,6.5,1.1,4,"Less than 25% P.O.C.","$60000 or more"
"02240","Southeast Fairbanks Census Area, Alaska",6878,70056,5066,22,954,183,4,417,73.7,0.3,13.9,2.7,0.1,6.1,26.3,2170,1595,575,73.5,26.5,203,1392,72,503,275,1895,12.7,12.5,12.7,"25% - 50% P.O.C.","$60000 or more"
"02261","Valdez-Cordova Census Area, Alaska",9243,79867,6406,35,1284,376,58,484,69.3,0.4,13.9,4.1,0.6,5.2,30.7,3177,2371,806,74.63,25.37,91,2280,72,734,163,3014,3.8,8.9,5.1,"25% - 50% P.O.C.","$60000 or more"
"02275","Wrangell City and Borough, Alaska",2502,53894,1548,1,555,18,9,126,61.9,0,22.2,0.7,0.4,5,38.1,1027,697,330,67.87,32.13,39,658,18,312,57,970,5.6,5.5,5.6,"25% - 50% P.O.C.","$52000 - $60000"
"02282","Yakutat City and Borough, Alaska",649,71607,281,5,234,32,8,50,43.3,0.8,36.1,4.9,1.2,7.7,56.7,219,145,74,66.21,33.79,20,125,4,70,24,195,13.8,5.4,11,"50% - 75% P.O.C.","$60000 or more"
"02290","Yukon-Koyukuk Census Area, Alaska",5377,41413,1159,4,3676,38,2,143,21.6,0.1,68.4,0.7,0,2.7,78.4,1856,1344,512,72.41,27.59,163,1181,64,448,227,1629,12.1,12.5,12.2,"75% or more P.O.C.","Less than $44000"
"04001","Apache County, Arizona",71511,32508,13022,373,52285,246,16,4531,18.2,0.5,73.1,0.3,0,6.3,81.8,20867,16462,4405,78.89,21.11,2498,13964,826,3579,3324,17543,15.2,18.8,15.9,"75% or more P.O.C.","Less than $44000"
"04003","Cochise County, Arizona",125867,49260,69216,4620,1142,2431,419,44626,55,3.7,0.9,1.9,0.3,35.5,45,50163,34577,15586,68.93,31.07,2491,32086,1786,13800,4277,45886,7.2,11.5,8.5,"25% - 50% P.O.C.","$44000 - $52000"
"04005","Coconino County, Arizona",141274,59460,76361,1576,36395,2638,235,19931,54.1,1.1,25.8,1.9,0.2,14.1,45.9,47447,28962,18485,61.04,38.96,3628,25334,1471,17014,5099,42348,12.5,8,10.7,"25% - 50% P.O.C.","$52000 - $60000"
"04007","Gila County, Arizona",53546,43524,33334,348,8607,421,0,10038,62.3,0.6,16.1,0.8,0,18.7,37.7,21945,16581,5364,75.56,24.44,1678,14903,479,4885,2157,19788,10.1,8.9,9.8,"25% - 50% P.O.C.","Less than $44000"
"04009","Graham County, Arizona",37996,51353,19324,693,4759,240,46,12543,50.9,1.8,12.5,0.6,0.1,33,49.1,11017,7741,3276,70.26,29.74,1369,6372,575,2701,1944,9073,17.7,17.6,17.6,"25% - 50% P.O.C.","$44000 - $52000"
"04011","Greenlee County, Arizona",9522,63473,4439,195,341,52,0,4456,46.6,2,3.6,0.5,0,46.8,53.4,3132,1523,1609,48.63,51.37,147,1376,324,1285,471,2661,9.7,20.1,15,"50% - 75% P.O.C.","$60000 or more"
"04012","La Paz County, Arizona",20793,34643,11935,183,2391,151,10,5735,57.4,0.9,11.5,0.7,0,27.6,42.6,9346,6686,2660,71.54,28.46,348,6338,254,2406,602,8744,5.2,9.5,6.4,"25% - 50% P.O.C.","Less than $44000"
"04013","Maricopa County, Arizona",4328810,64468,2391279,230036,70012,177034,8690,1341560,55.2,5.3,1.6,4.1,0.2,31,44.8,1552096,965292,586804,62.19,37.81,111632,853660,72977,513827,184609,1367487,11.6,12.4,11.9,"25% - 50% P.O.C.","$60000 or more"
"04015","Mohave County, Arizona",207695,45587,160529,2069,4147,2228,415,34160,77.3,1,2,1.1,0.2,16.4,22.7,86889,60192,26697,69.27,30.73,3305,56887,2947,23750,6252,80637,5.5,11,7.2,"Less than 25% P.O.C.","$44000 - $52000"
