"GEOID","NAME","total_pop","median_hh_income","white","black","ai_an","asian","hi_pi","hisp_lat","pct_white","pct_black","pct_ai_an","pct_asian","pct_hi_pi","pct_hisp_lat","pct_poc","total_hh","total_hh_owner","total_hh_renter","pct_owners","pct_renters","total_owner_more_than_4","total_owner_less_than_4","total_renter_more_than_4","total_renter_less_than_4","total_hh_more_than_4","total_hh_less_than_4","pct_owner_more_than_4","pct_renter_more_than_4","pct_total_hh_more_than_4","poc_bin","income_bin"
"10001041200","Census Tract 412, Kent County, Delaware",4649,59850,2123,1595,0,414,19,207,45.7,34.3,0,8.9,0.4,4.5,54.3,1657,1103,554,66.57,33.43,119,984,68,486,187,1470,10.8,12.3,11.3,"50% - 75% P.O.C.","$51000 - $72000"
"10001041300","Census Tract 413, Kent County, Delaware",2221,38288,969,950,29,45,0,119,43.6,42.8,1.3,2,0,5.4,56.4,973,327,646,33.61,66.39,29,298,62,584,91,882,8.9,9.6,9.4,"50% - 75% P.O.C.","Less than $51000"
"10001041400","Census Tract 414, Kent County, Delaware",3639,45741,1169,1960,2,34,0,252,32.1,53.9,0.1,0.9,0,6.9,67.9,1484,642,842,43.26,56.74,58,584,156,686,214,1270,9,18.5,14.4,"50% - 75% P.O.C.","Less than $51000"
"10001041500","Census Tract 415, Kent County, Delaware",4525,45698,2355,1563,0,125,0,283,52,34.5,0,2.8,0,6.3,48,1630,845,785,51.84,48.16,99,746,77,708,176,1454,11.7,9.8,10.8,"25% - 50% P.O.C.","Less than $51000"
"10001041600","Census Tract 416, Kent County, Delaware",2117,51625,1401,347,5,62,0,231,66.2,16.4,0.2,2.9,0,10.9,33.8,877,681,196,77.65,22.35,55,626,38,158,93,784,8.1,19.4,10.6,"25% - 50% P.O.C.","$51000 - $72000"
"10001041701","Census Tract 417.01, Kent County, Delaware",6142,63908,3954,1338,0,228,0,444,64.4,21.8,0,3.7,0,7.2,35.6,2402,1869,533,77.81,22.19,148,1721,60,473,208,2194,7.9,11.3,8.7,"25% - 50% P.O.C.","$51000 - $72000"
"10001041702","Census Tract 417.02, Kent County, Delaware",4612,95556,2814,1274,0,151,0,105,61,27.6,0,3.3,0,2.3,39,1560,1282,278,82.18,17.82,115,1167,74,204,189,1371,9,26.6,12.1,"25% - 50% P.O.C.","$72000 - $96000"
"10001041801","Census Tract 418.01, Kent County, Delaware",10008,61990,6363,2290,200,280,0,643,63.6,22.9,2,2.8,0,6.4,36.4,3956,3166,790,80.03,19.97,196,2970,58,732,254,3702,6.2,7.3,6.4,"25% - 50% P.O.C.","$51000 - $72000"
"10001041802","Census Tract 418.02, Kent County, Delaware",6020,85010,3262,1647,0,196,0,633,54.2,27.4,0,3.3,0,10.5,45.8,2039,1309,730,64.2,35.8,171,1138,103,627,274,1765,13.1,14.1,13.4,"25% - 50% P.O.C.","$72000 - $96000"
"10001041900","Census Tract 419, Kent County, Delaware",5336,63660,4581,309,59,18,0,92,85.9,5.8,1.1,0.3,0,1.7,14.1,1908,1671,237,87.58,12.42,227,1444,2,235,229,1679,13.6,0.8,12,"Less than 25% P.O.C.","$51000 - $72000"
"10001042000","Census Tract 420, Kent County, Delaware",3193,67000,2738,133,81,33,0,126,85.8,4.2,2.5,1,0,3.9,14.2,1070,958,112,89.53,10.47,125,833,33,79,158,912,13,29.5,14.8,"Less than 25% P.O.C.","$51000 - $72000"
"10001042100","Census Tract 421, Kent County, Delaware",3881,69293,2869,537,0,7,0,313,73.9,13.8,0,0.2,0,8.1,26.1,1622,1406,216,86.68,13.32,103,1303,0,216,103,1519,7.3,0,6.4,"25% - 50% P.O.C.","$51000 - $72000"
"10001042201","Census Tract 422.01, Kent County, Delaware",12282,69223,7028,2665,80,715,0,1199,57.2,21.7,0.7,5.8,0,9.8,42.8,4358,3027,1331,69.46,30.54,323,2704,151,1180,474,3884,10.7,11.3,10.9,"25% - 50% P.O.C.","$51000 - $72000"
"10001042202","Census Tract 422.02, Kent County, Delaware",9175,74643,6446,1455,87,79,0,825,70.3,15.9,0.9,0.9,0,9,29.7,3258,2743,515,84.19,15.81,216,2527,158,357,374,2884,7.9,30.7,11.5,"25% - 50% P.O.C.","$72000 - $96000"
"10001042500","Census Tract 425, Kent County, Delaware",3963,41212,1478,1762,0,20,0,671,37.3,44.5,0,0.5,0,16.9,62.7,1635,533,1102,32.6,67.4,48,485,43,1059,91,1544,9,3.9,5.6,"50% - 75% P.O.C.","Less than $51000"
"10001042800","Census Tract 428, Kent County, Delaware",7104,55758,5677,907,25,64,0,310,79.9,12.8,0.4,0.9,0,4.4,20.1,2882,2179,703,75.61,24.39,94,2085,105,598,199,2683,4.3,14.9,6.9,"Less than 25% P.O.C.","$51000 - $72000"
"10001042900","Census Tract 429, Kent County, Delaware",4898,62250,4072,510,10,19,0,182,83.1,10.4,0.2,0.4,0,3.7,16.9,1884,1545,339,82.01,17.99,119,1426,47,292,166,1718,7.7,13.9,8.8,"Less than 25% P.O.C.","$51000 - $72000"
"10001043000","Census Tract 430, Kent County, Delaware",5262,53625,3250,1431,14,133,0,285,61.8,27.2,0.3,2.5,0,5.4,38.2,2012,1179,833,58.6,41.4,87,1092,124,709,211,1801,7.4,14.9,10.5,"25% - 50% P.O.C.","$51000 - $72000"
"10001043100","Census Tract 431, Kent County, Delaware",2628,61351,2518,35,0,14,0,61,95.8,1.3,0,0.5,0,2.3,4.2,901,708,193,78.58,21.42,81,627,24,169,105,796,11.4,12.4,11.7,"Less than 25% P.O.C.","$51000 - $72000"
"10001043202","Census Tract 432.02, Kent County, Delaware",4548,47370,3678,461,10,46,0,144,80.9,10.1,0.2,1,0,3.2,19.1,1821,1200,621,65.9,34.1,61,1139,114,507,175,1646,5.1,18.4,9.6,"Less than 25% P.O.C.","Less than $51000"
"10001043300","Census Tract 433, Kent County, Delaware",6357,49542,1977,3622,15,94,5,294,31.1,57,0.2,1.5,0.1,4.6,68.9,1572,659,913,41.92,58.08,75,584,39,874,114,1458,11.4,4.3,7.3,"50% - 75% P.O.C.","Less than $51000"
"10001043400","Census Tract 434, Kent County, Delaware",5006,59135,3368,896,0,5,57,523,67.3,17.9,0,0.1,1.1,10.4,32.7,1945,1430,515,73.52,26.48,75,1355,29,486,104,1841,5.2,5.6,5.3,"25% - 50% P.O.C.","$51000 - $72000"
"10001990000","Census Tract 9900, Kent County, Delaware",0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,"N/A","N/A"
"10003000200","Census Tract 2, New Castle County, Delaware",5351,57011,1542,3102,0,54,0,583,28.8,58,0,1,0,10.9,71.2,2255,1463,792,64.88,35.12,125,1338,10,782,135,2120,8.5,1.3,6,"50% - 75% P.O.C.","$51000 - $72000"
"10003000300","Census Tract 3, New Castle County, Delaware",3000,40345,371,2356,17,0,0,245,12.4,78.5,0.6,0,0,8.2,87.6,1144,632,512,55.24,44.76,52,580,52,460,104,1040,8.2,10.2,9.1,"75% or more P.O.C.","Less than $51000"
"10003000400","Census Tract 4, New Castle County, Delaware",2945,34162,1266,1421,23,0,0,129,43,48.3,0.8,0,0,4.4,57,1601,640,961,39.98,60.02,54,586,9,952,63,1538,8.4,0.9,3.9,"50% - 75% P.O.C.","Less than $51000"
"10003000500","Census Tract 5, New Castle County, Delaware",3909,57832,249,3510,14,0,0,13,6.4,89.8,0.4,0,0,0.3,93.6,1318,747,571,56.68,43.32,68,679,46,525,114,1204,9.1,8.1,8.6,"75% or more P.O.C.","$51000 - $72000"
"10003000601","Census Tract 6.01, New Castle County, Delaware",3311,45350,93,3081,0,0,0,76,2.8,93.1,0,0,0,2.3,97.2,996,491,505,49.3,50.7,45,446,97,408,142,854,9.2,19.2,14.3,"75% or more P.O.C.","Less than $51000"
"10003000602","Census Tract 6.02, New Castle County, Delaware",2786,21590,177,2496,9,57,0,47,6.4,89.6,0.3,2,0,1.7,93.6,1229,402,827,32.71,67.29,0,402,25,802,25,1204,0,3,2,"75% or more P.O.C.","Less than $51000"
"10003000900","Census Tract 9, New Castle County, Delaware",2344,24615,53,2030,0,15,0,175,2.3,86.6,0,0.6,0,7.5,97.7,810,234,576,28.89,71.11,19,215,42,534,61,749,8.1,7.3,7.5,"75% or more P.O.C.","Less than $51000"
"10003001100","Census Tract 11, New Castle County, Delaware",3380,60548,2531,672,0,75,0,72,74.9,19.9,0,2.2,0,2.1,25.1,2210,761,1449,34.43,65.57,0,761,12,1437,12,2198,0,0.8,0.5,"25% - 50% P.O.C.","$51000 - $72000"
"10003001200","Census Tract 12, New Castle County, Delaware",1793,95714,1637,73,0,6,0,65,91.3,4.1,0,0.3,0,3.6,8.7,796,422,374,53.02,46.98,15,407,0,374,15,781,3.6,0,1.9,"Less than 25% P.O.C.","$72000 - $96000"
"10003001300","Census Tract 13, New Castle County, Delaware",3524,106701,3170,97,0,94,0,50,90,2.8,0,2.7,0,1.4,10,1661,1380,281,83.08,16.92,39,1341,0,281,39,1622,2.8,0,2.3,"Less than 25% P.O.C.","$96000 or more"
"10003001400","Census Tract 14, New Castle County, Delaware",2232,56250,1188,648,0,65,0,302,53.2,29,0,2.9,0,13.5,46.8,976,454,522,46.52,53.48,37,417,0,522,37,939,8.1,0,3.8,"25% - 50% P.O.C.","$51000 - $72000"
"10003001500","Census Tract 15, New Castle County, Delaware",2252,50942,1112,897,22,23,0,121,49.4,39.8,1,1,0,5.4,50.6,1008,381,627,37.8,62.2,0,381,0,627,0,1008,0,0,0,"50% - 75% P.O.C.","Less than $51000"
"10003001600","Census Tract 16, New Castle County, Delaware",2211,32599,512,1478,0,0,0,214,23.2,66.8,0,0,0,9.7,76.8,875,237,638,27.09,72.91,25,212,8,630,33,842,10.5,1.3,3.8,"75% or more P.O.C.","Less than $51000"
"10003001902","Census Tract 19.02, New Castle County, Delaware",2148,48636,434,1475,0,138,0,63,20.2,68.7,0,6.4,0,2.9,79.8,870,316,554,36.32,63.68,23,293,6,548,29,841,7.3,1.1,3.3,"75% or more P.O.C.","Less than $51000"
"10003002100","Census Tract 21, New Castle County, Delaware",1872,18009,143,1460,0,17,0,200,7.6,78,0,0.9,0,10.7,92.4,773,109,664,14.1,85.9,8,101,72,592,80,693,7.3,10.8,10.3,"75% or more P.O.C.","Less than $51000"
"10003002200","Census Tract 22, New Castle County, Delaware",2518,33902,152,980,46,34,0,1273,6,38.9,1.8,1.4,0,50.6,94,767,320,447,41.72,58.28,21,299,119,328,140,627,6.6,26.6,18.3,"75% or more P.O.C.","Less than $51000"
"10003002300","Census Tract 23, New Castle County, Delaware",2331,31892,170,1243,0,15,0,849,7.3,53.3,0,0.6,0,36.4,92.7,1001,322,679,32.17,67.83,8,314,49,630,57,944,2.5,7.2,5.7,"75% or more P.O.C.","Less than $51000"
"10003002400","Census Tract 24, New Castle County, Delaware",4346,40208,1855,2009,0,0,0,450,42.7,46.2,0,0,0,10.4,57.3,1875,794,1081,42.35,57.65,18,776,117,964,135,1740,2.3,10.8,7.2,"50% - 75% P.O.C.","Less than $51000"
"10003002500","Census Tract 25, New Castle County, Delaware",3170,43194,1276,1200,0,53,0,549,40.3,37.9,0,1.7,0,17.3,59.7,1265,760,505,60.08,39.92,13,747,171,334,184,1081,1.7,33.9,14.5,"50% - 75% P.O.C.","Less than $51000"
"10003002600","Census Tract 26, New Castle County, Delaware",3651,33269,567,1948,0,77,0,951,15.5,53.4,0,2.1,0,26,84.5,1296,388,908,29.94,70.06,33,355,58,850,91,1205,8.5,6.4,7,"75% or more P.O.C.","Less than $51000"
"10003002700","Census Tract 27, New Castle County, Delaware",2559,60259,651,1385,0,91,0,367,25.4,54.1,0,3.6,0,14.3,74.6,958,559,399,58.35,41.65,14,545,74,325,88,870,2.5,18.5,9.2,"50% - 75% P.O.C.","$51000 - $72000"
"10003002800","Census Tract 28, New Castle County, Delaware",1647,41016,775,736,0,22,8,97,47.1,44.7,0,1.3,0.5,5.9,52.9,943,190,753,20.15,79.85,0,190,0,753,0,943,0,0,0,"50% - 75% P.O.C.","Less than $51000"
"10003002900","Census Tract 29, New Castle County, Delaware",3827,16778,201,3576,3,0,0,18,5.3,93.4,0.1,0,0,0.5,94.7,1555,283,1272,18.2,81.8,32,251,70,1202,102,1453,11.3,5.5,6.6,"75% or more P.O.C.","Less than $51000"
"10003003002","Census Tract 30.02, New Castle County, Delaware",3537,25326,483,2701,14,4,4,293,13.7,76.4,0.4,0.1,0.1,8.3,86.3,624,203,421,32.53,67.47,7,196,68,353,75,549,3.4,16.2,12,"75% or more P.O.C.","Less than $51000"
"10003010101","Census Tract 101.01, New Castle County, Delaware",4082,48683,1413,1651,9,629,0,227,34.6,40.4,0.2,15.4,0,5.6,65.4,1819,435,1384,23.91,76.09,67,368,28,1356,95,1724,15.4,2,5.2,"50% - 75% P.O.C.","Less than $51000"
"10003010104","Census Tract 101.04, New Castle County, Delaware",3620,43418,2019,1131,0,1,0,439,55.8,31.2,0,0,0,12.1,44.2,1562,468,1094,29.96,70.04,19,449,69,1025,88,1474,4.1,6.3,5.6,"25% - 50% P.O.C.","Less than $51000"
"10003010200","Census Tract 102, New Castle County, Delaware",2241,86361,1516,463,0,54,0,171,67.6,20.7,0,2.4,0,7.6,32.4,733,666,67,90.86,9.14,86,580,22,45,108,625,12.9,32.8,14.7,"25% - 50% P.O.C.","$72000 - $96000"
"10003010300","Census Tract 103, New Castle County, Delaware",3625,66875,2097,949,10,420,0,149,57.8,26.2,0.3,11.6,0,4.1,42.2,1347,1014,333,75.28,24.72,62,952,29,304,91,1256,6.1,8.7,6.8,"25% - 50% P.O.C.","$51000 - $72000"
"10003010400","Census Tract 104, New Castle County, Delaware",4537,85213,3315,542,58,480,0,60,73.1,11.9,1.3,10.6,0,1.3,26.9,1753,1158,595,66.06,33.94,99,1059,23,572,122,1631,8.5,3.9,7,"25% - 50% P.O.C.","$72000 - $96000"
"10003010502","Census Tract 105.02, New Castle County, Delaware",6331,68750,4577,946,0,43,1,457,72.3,14.9,0,0.7,0,7.2,27.7,2537,1572,965,61.96,38.04,87,1485,80,885,167,2370,5.5,8.3,6.6,"25% - 50% P.O.C.","$51000 - $72000"
"10003010702","Census Tract 107.02, New Castle County, Delaware",6190,55271,1736,3410,19,735,0,133,28,55.1,0.3,11.9,0,2.1,72,2508,1309,1199,52.19,47.81,131,1178,80,1119,211,2297,10,6.7,8.4,"50% - 75% P.O.C.","$51000 - $72000"
"10003010800","Census Tract 108, New Castle County, Delaware",4614,113796,3444,551,38,361,0,65,74.6,11.9,0.8,7.8,0,1.4,25.4,1840,1340,500,72.83,27.17,61,1279,16,484,77,1763,4.6,3.2,4.2,"25% - 50% P.O.C.","$96000 or more"
"10003010900","Census Tract 109, New Castle County, Delaware",2536,113953,2273,85,0,71,0,68,89.6,3.4,0,2.8,0,2.7,10.4,1044,976,68,93.49,6.51,23,953,9,59,32,1012,2.4,13.2,3.1,"Less than 25% P.O.C.","$96000 or more"
"10003011000","Census Tract 110, New Castle County, Delaware",3206,89375,2486,245,0,177,0,134,77.5,7.6,0,5.5,0,4.2,22.5,1225,1123,102,91.67,8.33,86,1037,0,102,86,1139,7.7,0,7,"Less than 25% P.O.C.","$72000 - $96000"
"10003011100","Census Tract 111, New Castle County, Delaware",2854,113846,2495,183,0,87,2,38,87.4,6.4,0,3,0.1,1.3,12.6,1100,870,230,79.09,20.91,55,815,29,201,84,1016,6.3,12.6,7.6,"Less than 25% P.O.C.","$96000 or more"
"10003011201","Census Tract 112.01, New Castle County, Delaware",2947,108478,2223,85,21,554,0,36,75.4,2.9,0.7,18.8,0,1.2,24.6,846,575,271,67.97,32.03,139,436,17,254,156,690,24.2,6.3,18.4,"Less than 25% P.O.C.","$96000 or more"
"10003011202","Census Tract 112.02, New Castle County, Delaware",4128,103558,3234,159,0,486,0,118,78.3,3.9,0,11.8,0,2.9,21.7,1577,1532,45,97.15,2.85,132,1400,0,45,132,1445,8.6,0,8.4,"Less than 25% P.O.C.","$96000 or more"
"10003011203","Census Tract 112.03, New Castle County, Delaware",4637,70777,3017,1162,0,422,0,18,65.1,25.1,0,9.1,0,0.4,34.9,1941,1236,705,63.68,36.32,28,1208,61,644,89,1852,2.3,8.7,4.6,"25% - 50% P.O.C.","$51000 - $72000"
"10003011204","Census Tract 112.04, New Castle County, Delaware",3500,88594,2868,359,0,157,0,100,81.9,10.3,0,4.5,0,2.9,18.1,1386,1215,171,87.66,12.34,86,1129,17,154,103,1283,7.1,9.9,7.4,"Less than 25% P.O.C.","$72000 - $96000"
"10003011205","Census Tract 112.05, New Castle County, Delaware",1865,90833,1566,115,4,175,0,1,84,6.2,0.2,9.4,0,0.1,16,690,655,35,94.93,5.07,37,618,0,35,37,653,5.6,0,5.4,"Less than 25% P.O.C.","$72000 - $96000"
"10003011206","Census Tract 112.06, New Castle County, Delaware",4294,109792,3850,222,0,149,0,73,89.7,5.2,0,3.5,0,1.7,10.3,1460,1317,143,90.21,9.79,152,1165,6,137,158,1302,11.5,4.2,10.8,"Less than 25% P.O.C.","$96000 or more"
"10003011300","Census Tract 113, New Castle County, Delaware",2199,103207,2024,55,7,61,0,41,92,2.5,0.3,2.8,0,1.9,8,944,790,154,83.69,16.31,35,755,0,154,35,909,4.4,0,3.7,"Less than 25% P.O.C.","$96000 or more"
"10003011400","Census Tract 114, New Castle County, Delaware",3348,110652,2818,97,7,279,0,53,84.2,2.9,0.2,8.3,0,1.6,15.8,1318,1079,239,81.87,18.13,52,1027,7,232,59,1259,4.8,2.9,4.5,"Less than 25% P.O.C.","$96000 or more"
"10003011500","Census Tract 115, New Castle County, Delaware",2924,85655,2400,94,8,253,0,58,82.1,3.2,0.3,8.7,0,2,17.9,1181,1057,124,89.5,10.5,75,982,13,111,88,1093,7.1,10.5,7.5,"Less than 25% P.O.C.","$72000 - $96000"
"10003011600","Census Tract 116, New Castle County, Delaware",3432,95082,2776,158,72,87,0,239,80.9,4.6,2.1,2.5,0,7,19.1,1311,1071,240,81.69,18.31,59,1012,0,240,59,1252,5.5,0,4.5,"Less than 25% P.O.C.","$72000 - $96000"
"10003011700","Census Tract 117, New Castle County, Delaware",4148,139868,3880,16,0,36,0,190,93.5,0.4,0,0.9,0,4.6,6.5,1668,1557,111,93.35,6.65,88,1469,0,111,88,1580,5.7,0,5.3,"Less than 25% P.O.C.","$96000 or more"
"10003011800","Census Tract 118, New Castle County, Delaware",4167,111648,3589,32,0,480,0,29,86.1,0.8,0,11.5,0,0.7,13.9,2030,1263,767,62.22,37.78,66,1197,7,760,73,1957,5.2,0.9,3.6,"Less than 25% P.O.C.","$96000 or more"
"10003011900","Census Tract 119, New Castle County, Delaware",3292,174688,2678,101,0,214,0,262,81.3,3.1,0,6.5,0,8,18.7,1181,1023,158,86.62,13.38,105,918,0,158,105,1076,10.3,0,8.9,"Less than 25% P.O.C.","$96000 or more"
"10003012000","Census Tract 120, New Castle County, Delaware",4460,61286,2926,569,0,126,0,774,65.6,12.8,0,2.8,0,17.4,34.4,1670,1371,299,82.1,17.9,62,1309,56,243,118,1552,4.5,18.7,7.1,"25% - 50% P.O.C.","$51000 - $72000"
"10003012100","Census Tract 121, New Castle County, Delaware",3064,66667,2195,288,0,118,0,404,71.6,9.4,0,3.9,0,13.2,28.4,1140,783,357,68.68,31.32,51,732,13,344,64,1076,6.5,3.6,5.6,"25% - 50% P.O.C.","$51000 - $72000"
"10003012200","Census Tract 122, New Castle County, Delaware",4538,59524,2297,822,89,96,0,1100,50.6,18.1,2,2.1,0,24.2,49.4,1712,1099,613,64.19,35.81,120,979,37,576,157,1555,10.9,6,9.2,"25% - 50% P.O.C.","$51000 - $72000"
"10003012300","Census Tract 123, New Castle County, Delaware",2784,60475,1806,219,0,59,0,700,64.9,7.9,0,2.1,0,25.1,35.1,1135,645,490,56.83,43.17,78,567,0,490,78,1057,12.1,0,6.9,"25% - 50% P.O.C.","$51000 - $72000"
"10003012400","Census Tract 124, New Castle County, Delaware",4310,51534,2401,568,39,39,0,1183,55.7,13.2,0.9,0.9,0,27.4,44.3,1707,1332,375,78.03,21.97,109,1223,79,296,188,1519,8.2,21.1,11,"25% - 50% P.O.C.","$51000 - $72000"
"10003012500","Census Tract 125, New Castle County, Delaware",4963,67226,2569,334,0,31,9,1905,51.8,6.7,0,0.6,0.2,38.4,48.2,1897,1317,580,69.43,30.57,134,1183,0,580,134,1763,10.2,0,7.1,"25% - 50% P.O.C.","$51000 - $72000"
"10003012600","Census Tract 126, New Castle County, Delaware",2977,69521,2106,190,0,39,0,621,70.7,6.4,0,1.3,0,20.9,29.3,1052,865,187,82.22,17.78,68,797,47,140,115,937,7.9,25.1,10.9,"25% - 50% P.O.C.","$51000 - $72000"
"10003012700","Census Tract 127, New Castle County, Delaware",4008,49152,2931,465,0,0,0,589,73.1,11.6,0,0,0,14.7,26.9,1710,1179,531,68.95,31.05,50,1129,11,520,61,1649,4.2,2.1,3.6,"25% - 50% P.O.C.","Less than $51000"
"10003012900","Census Tract 129, New Castle County, Delaware",4787,43487,1996,1076,45,11,0,1583,41.7,22.5,0.9,0.2,0,33.1,58.3,1769,945,824,53.42,46.58,136,809,119,705,255,1514,14.4,14.4,14.4,"50% - 75% P.O.C.","Less than $51000"
"10003013000","Census Tract 130, New Castle County, Delaware",1881,75057,1467,78,0,85,0,208,78,4.1,0,4.5,0,11.1,22,699,603,96,86.27,13.73,32,571,8,88,40,659,5.3,8.3,5.7,"Less than 25% P.O.C.","$72000 - $96000"
"10003013100","Census Tract 131, New Castle County, Delaware",2311,72368,1610,38,8,32,0,577,69.7,1.6,0.3,1.4,0,25,30.3,818,648,170,79.22,20.78,57,591,6,164,63,755,8.8,3.5,7.7,"25% - 50% P.O.C.","$72000 - $96000"
"10003013200","Census Tract 132, New Castle County, Delaware",3116,70352,1697,504,0,93,0,757,54.5,16.2,0,3,0,24.3,45.5,1000,778,222,77.8,22.2,46,732,8,214,54,946,5.9,3.6,5.4,"25% - 50% P.O.C.","$51000 - $72000"
"10003013300","Census Tract 133, New Castle County, Delaware",1860,73042,1579,38,0,12,0,231,84.9,2,0,0.6,0,12.4,15.1,729,633,96,86.83,13.17,10,623,27,69,37,692,1.6,28.1,5.1,"Less than 25% P.O.C.","$72000 - $96000"
"10003013400","Census Tract 134, New Castle County, Delaware",2245,78542,1879,81,0,201,0,11,83.7,3.6,0,9,0,0.5,16.3,978,789,189,80.67,19.33,52,737,26,163,78,900,6.6,13.8,8,"Less than 25% P.O.C.","$72000 - $96000"
"10003013501","Census Tract 135.01, New Castle County, Delaware",6952,114449,5996,326,0,423,0,80,86.2,4.7,0,6.1,0,1.2,13.8,2597,2218,379,85.41,14.59,107,2111,13,366,120,2477,4.8,3.4,4.6,"Less than 25% P.O.C.","$96000 or more"
"10003013503","Census Tract 135.03, New Castle County, Delaware",7151,128547,5838,239,0,682,0,156,81.6,3.3,0,9.5,0,2.2,18.4,2606,2320,286,89.03,10.97,166,2154,15,271,181,2425,7.2,5.2,6.9,"Less than 25% P.O.C.","$96000 or more"
"10003013505","Census Tract 135.05, New Castle County, Delaware",3130,136250,2525,150,42,341,0,0,80.7,4.8,1.3,10.9,0,0,19.3,1195,1063,132,88.95,11.05,69,994,0,132,69,1126,6.5,0,5.8,"Less than 25% P.O.C.","$96000 or more"
"10003013506","Census Tract 135.06, New Castle County, Delaware",4373,139722,3645,117,0,392,0,52,83.4,2.7,0,9,0,1.2,16.6,1550,1510,40,97.42,2.58,77,1433,9,31,86,1464,5.1,22.5,5.5,"Less than 25% P.O.C.","$96000 or more"
"10003013604","Census Tract 136.04, New Castle County, Delaware",4372,85100,3626,280,0,109,0,302,82.9,6.4,0,2.5,0,6.9,17.1,1598,1377,221,86.17,13.83,86,1291,40,181,126,1472,6.2,18.1,7.9,"Less than 25% P.O.C.","$72000 - $96000"
"10003013607","Census Tract 136.07, New Castle County, Delaware",5806,78234,4304,300,56,880,0,155,74.1,5.2,1,15.2,0,2.7,25.9,2770,1617,1153,58.38,41.62,31,1586,0,1153,31,2739,1.9,0,1.1,"25% - 50% P.O.C.","$72000 - $96000"
"10003013608","Census Tract 136.08, New Castle County, Delaware",2083,73472,1336,304,0,204,0,171,64.1,14.6,0,9.8,0,8.2,35.9,721,453,268,62.83,37.17,58,395,35,233,93,628,12.8,13.1,12.9,"25% - 50% P.O.C.","$72000 - $96000"
"10003013610","Census Tract 136.10, New Castle County, Delaware",5700,91865,4565,94,11,358,0,529,80.1,1.6,0.2,6.3,0,9.3,19.9,2150,1606,544,74.7,25.3,209,1397,0,544,209,1941,13,0,9.7,"Less than 25% P.O.C.","$72000 - $96000"
