"GEOID","NAME","total_pop","median_hh_income","white","black","ai_an","asian","hi_pi","hisp_lat","pct_white","pct_black","pct_ai_an","pct_asian","pct_hi_pi","pct_hisp_lat","pct_poc","total_hh","total_hh_owner","total_hh_renter","pct_owners","pct_renters","total_owner_more_than_4","total_owner_less_than_4","total_renter_more_than_4","total_renter_less_than_4","total_hh_more_than_4","total_hh_less_than_4","pct_owner_more_than_4","pct_renter_more_than_4","pct_total_hh_more_than_4","poc_bin","income_bin"
"06001438203","Census Tract 4382.03, Alameda County, California",3888,71716,613,212,0,2001,121,827,15.8,5.5,0,51.5,3.1,21.3,84.2,1159,916,243,79.03,20.97,177,739,60,183,237,922,19.3,24.7,20.4,"75% or more P.O.C.","Less than $80000"
"06001438204","Census Tract 4382.04, Alameda County, California",5838,76042,754,361,38,2250,137,1915,12.9,6.2,0.7,38.5,2.3,32.8,87.1,1847,1423,424,77.04,22.96,233,1190,112,312,345,1502,16.4,26.4,18.7,"75% or more P.O.C.","Less than $80000"
"06001438300","Census Tract 4383, Alameda County, California",3767,90179,207,331,0,1613,305,1223,5.5,8.8,0,42.8,8.1,32.5,94.5,873,603,270,69.07,30.93,120,483,134,136,254,619,19.9,49.6,29.1,"75% or more P.O.C.","$80000 - $108000"
"06001438400","Census Tract 4384, Alameda County, California",2757,85729,477,252,0,1034,57,866,17.3,9.1,0,37.5,2.1,31.4,82.7,733,619,114,84.45,15.55,176,443,35,79,211,522,28.4,30.7,28.8,"75% or more P.O.C.","$80000 - $108000"
"06001440100","Census Tract 4401, Alameda County, California",2799,84271,1117,82,7,950,28,579,39.9,2.9,0.3,33.9,1,20.7,60.1,1140,495,645,43.42,56.58,78,417,22,623,100,1040,15.8,3.4,8.8,"50% - 75% P.O.C.","$80000 - $108000"
"06001440200","Census Tract 4402, Alameda County, California",6125,82675,216,410,9,1166,0,4268,3.5,6.7,0.1,19,0,69.7,96.5,1520,735,785,48.36,51.64,147,588,240,545,387,1133,20,30.6,25.5,"75% or more P.O.C.","$80000 - $108000"
"06001440301","Census Tract 4403.01, Alameda County, California",7596,100776,1616,418,12,2642,278,2305,21.3,5.5,0.2,34.8,3.7,30.3,78.7,2244,1500,744,66.84,33.16,213,1287,289,455,502,1742,14.2,38.8,22.4,"75% or more P.O.C.","$80000 - $108000"
"06001440304","Census Tract 4403.04, Alameda County, California",5035,95515,308,464,0,3246,200,654,6.1,9.2,0,64.5,4,13,93.9,1307,892,415,68.25,31.75,189,703,132,283,321,986,21.2,31.8,24.6,"75% or more P.O.C.","$80000 - $108000"
"06001440305","Census Tract 4403.05, Alameda County, California",4190,127578,789,99,23,2259,146,693,18.8,2.4,0.5,53.9,3.5,16.5,81.2,1061,909,152,85.67,14.33,199,710,55,97,254,807,21.9,36.2,23.9,"75% or more P.O.C.","$108000 - $141000"
"06001440306","Census Tract 4403.06, Alameda County, California",4322,104211,537,177,0,2982,43,334,12.4,4.1,0,69,1,7.7,87.6,1026,677,349,65.98,34.02,167,510,190,159,357,669,24.7,54.4,34.8,"75% or more P.O.C.","$80000 - $108000"
"06001440307","Census Tract 4403.07, Alameda County, California",4748,77979,905,224,10,2525,28,896,19.1,4.7,0.2,53.2,0.6,18.9,80.9,1690,1168,522,69.11,30.89,50,1118,55,467,105,1585,4.3,10.5,6.2,"75% or more P.O.C.","Less than $80000"
"06001440308","Census Tract 4403.08, Alameda County, California",6171,115000,949,199,3,3031,9,1654,15.4,3.2,0,49.1,0.1,26.8,84.6,2006,1014,992,50.55,49.45,114,900,57,935,171,1835,11.2,5.7,8.5,"75% or more P.O.C.","$108000 - $141000"
"06001440331","Census Tract 4403.31, Alameda County, California",3276,118750,378,55,5,1737,98,820,11.5,1.7,0.2,53,3,25,88.5,899,468,431,52.06,47.94,84,384,72,359,156,743,17.9,16.7,17.4,"75% or more P.O.C.","$108000 - $141000"
"06001440332","Census Tract 4403.32, Alameda County, California",3505,174079,309,64,17,2633,16,287,8.8,1.8,0.5,75.1,0.5,8.2,91.2,918,814,104,88.67,11.33,152,662,37,67,189,729,18.7,35.6,20.6,"75% or more P.O.C.","$141000 or more"
"06001440333","Census Tract 4403.33, Alameda County, California",2982,127250,472,66,3,2128,5,133,15.8,2.2,0.1,71.4,0.2,4.5,84.2,843,712,131,84.46,15.54,144,568,51,80,195,648,20.2,38.9,23.1,"75% or more P.O.C.","$108000 - $141000"
"06001440334","Census Tract 4403.34, Alameda County, California",4414,121480,640,422,7,2505,27,617,14.5,9.6,0.2,56.8,0.6,14,85.5,1114,886,228,79.53,20.47,218,668,73,155,291,823,24.6,32,26.1,"75% or more P.O.C.","$108000 - $141000"
"06001440335","Census Tract 4403.35, Alameda County, California",7051,169313,1342,243,28,4506,86,124,19,3.4,0.4,63.9,1.2,1.8,81,2365,1339,1026,56.62,43.38,229,1110,84,942,313,2052,17.1,8.2,13.2,"75% or more P.O.C.","$141000 or more"
"06001440336","Census Tract 4403.36, Alameda County, California",4437,102128,803,387,28,2246,7,816,18.1,8.7,0.6,50.6,0.2,18.4,81.9,1434,821,613,57.25,42.75,137,684,49,564,186,1248,16.7,8,13,"75% or more P.O.C.","$80000 - $108000"
"06001441100","Census Tract 4411, Alameda County, California",4625,96920,2065,43,24,1255,8,926,44.6,0.9,0.5,27.1,0.2,20,55.4,1675,1266,409,75.58,24.42,213,1053,12,397,225,1450,16.8,2.9,13.4,"50% - 75% P.O.C.","$80000 - $108000"
"06001441200","Census Tract 4412, Alameda County, California",7277,106923,2568,340,22,2540,0,1352,35.3,4.7,0.3,34.9,0,18.6,64.7,2518,1379,1139,54.77,45.23,94,1285,64,1075,158,2360,6.8,5.6,6.3,"50% - 75% P.O.C.","$80000 - $108000"
"06001441301","Census Tract 4413.01, Alameda County, California",3301,136563,604,215,27,2126,12,197,18.3,6.5,0.8,64.4,0.4,6,81.7,1158,556,602,48.01,51.99,43,513,13,589,56,1102,7.7,2.2,4.8,"75% or more P.O.C.","$108000 - $141000"
"06001441302","Census Tract 4413.02, Alameda County, California",5937,143897,1588,160,12,3104,52,780,26.7,2.7,0.2,52.3,0.9,13.1,73.3,1894,1232,662,65.05,34.95,134,1098,108,554,242,1652,10.9,16.3,12.8,"50% - 75% P.O.C.","$141000 or more"
"06001441401","Census Tract 4414.01, Alameda County, California",8082,134101,1662,93,25,4911,157,805,20.6,1.2,0.3,60.8,1.9,10,79.4,2385,1351,1034,56.65,43.35,186,1165,122,912,308,2077,13.8,11.8,12.9,"75% or more P.O.C.","$108000 - $141000"
"06001441402","Census Tract 4414.02, Alameda County, California",5407,151550,910,130,15,3648,0,499,16.8,2.4,0.3,67.5,0,9.2,83.2,1727,1222,505,70.76,29.24,156,1066,33,472,189,1538,12.8,6.5,10.9,"75% or more P.O.C.","$141000 or more"
"06001441501","Census Tract 4415.01, Alameda County, California",6546,163583,830,156,19,4528,149,530,12.7,2.4,0.3,69.2,2.3,8.1,87.3,1825,1701,124,93.21,6.79,296,1405,59,65,355,1470,17.4,47.6,19.5,"75% or more P.O.C.","$141000 or more"
"06001441503","Census Tract 4415.03, Alameda County, California",8013,174891,703,158,69,6617,30,278,8.8,2,0.9,82.6,0.4,3.5,91.2,2394,1843,551,76.98,23.02,275,1568,25,526,300,2094,14.9,4.5,12.5,"75% or more P.O.C.","$141000 or more"
"06001441521","Census Tract 4415.21, Alameda County, California",6175,163679,1000,98,0,4324,73,442,16.2,1.6,0,70,1.2,7.2,83.8,1821,1371,450,75.29,24.71,140,1231,109,341,249,1572,10.2,24.2,13.7,"75% or more P.O.C.","$141000 or more"
"06001441522","Census Tract 4415.22, Alameda County, California",5233,129909,697,349,13,3394,27,641,13.3,6.7,0.2,64.9,0.5,12.2,86.7,1491,1265,226,84.84,15.16,170,1095,29,197,199,1292,13.4,12.8,13.3,"75% or more P.O.C.","$108000 - $141000"
"06001441523","Census Tract 4415.23, Alameda County, California",4418,138125,518,104,0,3327,95,284,11.7,2.4,0,75.3,2.2,6.4,88.3,1445,612,833,42.35,57.65,17,595,99,734,116,1329,2.8,11.9,8,"75% or more P.O.C.","$108000 - $141000"
"06001441524","Census Tract 4415.24, Alameda County, California",4215,160281,333,96,0,3605,0,107,7.9,2.3,0,85.5,0,2.5,92.1,1333,815,518,61.14,38.86,49,766,56,462,105,1228,6,10.8,7.9,"75% or more P.O.C.","$141000 or more"
"06001441601","Census Tract 4416.01, Alameda County, California",4982,130625,1372,450,16,1953,208,838,27.5,9,0.3,39.2,4.2,16.8,72.5,1468,1210,258,82.43,17.57,112,1098,56,202,168,1300,9.3,21.7,11.4,"50% - 75% P.O.C.","$108000 - $141000"
"06001441602","Census Tract 4416.02, Alameda County, California",8113,105766,1767,144,0,4237,410,1437,21.8,1.8,0,52.2,5.1,17.7,78.2,2412,1292,1120,53.57,46.43,138,1154,286,834,424,1988,10.7,25.5,17.6,"75% or more P.O.C.","$80000 - $108000"
"06001441700","Census Tract 4417, Alameda County, California",8527,112617,2148,353,26,3982,0,1731,25.2,4.1,0.3,46.7,0,20.3,74.8,2955,1490,1465,50.42,49.58,267,1223,168,1297,435,2520,17.9,11.5,14.7,"50% - 75% P.O.C.","$108000 - $141000"
"06001441800","Census Tract 4418, Alameda County, California",7543,125521,2600,141,18,3765,0,881,34.5,1.9,0.2,49.9,0,11.7,65.5,2380,1337,1043,56.18,43.82,183,1154,173,870,356,2024,13.7,16.6,15,"50% - 75% P.O.C.","$108000 - $141000"
"06001441921","Census Tract 4419.21, Alameda County, California",3909,150694,639,262,74,1623,0,1006,16.3,6.7,1.9,41.5,0,25.7,83.7,1263,461,802,36.5,63.5,89,372,44,758,133,1130,19.3,5.5,10.5,"75% or more P.O.C.","$141000 or more"
"06001441923","Census Tract 4419.23, Alameda County, California",6250,104526,924,179,31,4209,0,583,14.8,2.9,0.5,67.3,0,9.3,85.2,2292,133,2159,5.8,94.2,0,133,116,2043,116,2176,0,5.4,5.1,"75% or more P.O.C.","$80000 - $108000"
"06001441924","Census Tract 4419.24, Alameda County, California",7481,138851,1348,219,32,4648,0,884,18,2.9,0.4,62.1,0,11.8,82,2658,1621,1037,60.99,39.01,114,1507,56,981,170,2488,7,5.4,6.4,"75% or more P.O.C.","$108000 - $141000"
"06001441925","Census Tract 4419.25, Alameda County, California",7291,127409,1075,441,12,4984,0,549,14.7,6,0.2,68.4,0,7.5,85.3,3069,513,2556,16.72,83.28,0,513,63,2493,63,3006,0,2.5,2.1,"75% or more P.O.C.","$108000 - $141000"
"06001441926","Census Tract 4419.26, Alameda County, California",4595,99858,399,176,24,2254,23,1514,8.7,3.8,0.5,49.1,0.5,32.9,91.3,1511,336,1175,22.24,77.76,52,284,124,1051,176,1335,15.5,10.6,11.6,"75% or more P.O.C.","$80000 - $108000"
"06001441927","Census Tract 4419.27, Alameda County, California",4492,106707,613,146,19,2948,62,436,13.6,3.3,0.4,65.6,1.4,9.7,86.4,1788,451,1337,25.22,74.78,15,436,49,1288,64,1724,3.3,3.7,3.6,"75% or more P.O.C.","$80000 - $108000"
"06001442000","Census Tract 4420, Alameda County, California",3419,178466,521,3,18,2515,16,270,15.2,0.1,0.5,73.6,0.5,7.9,84.8,1021,935,86,91.58,8.42,101,834,17,69,118,903,10.8,19.8,11.6,"75% or more P.O.C.","$141000 or more"
"06001442100","Census Tract 4421, Alameda County, California",5462,192344,731,78,29,4399,30,54,13.4,1.4,0.5,80.5,0.5,1,86.6,1630,1448,182,88.83,11.17,192,1256,0,182,192,1438,13.3,0,11.8,"75% or more P.O.C.","$141000 or more"
"06001442200","Census Tract 4422, Alameda County, California",7473,181845,1438,106,25,5257,69,448,19.2,1.4,0.3,70.3,0.9,6,80.8,2267,1975,292,87.12,12.88,192,1783,34,258,226,2041,9.7,11.6,10,"75% or more P.O.C.","$141000 or more"
"06001442301","Census Tract 4423.01, Alameda County, California",5496,110761,969,214,38,3000,29,1010,17.6,3.9,0.7,54.6,0.5,18.4,82.4,1648,793,855,48.12,51.88,119,674,107,748,226,1422,15,12.5,13.7,"75% or more P.O.C.","$108000 - $141000"
"06001442302","Census Tract 4423.02, Alameda County, California",6366,75789,1096,319,23,3826,13,725,17.2,5,0.4,60.1,0.2,11.4,82.8,2368,669,1699,28.25,71.75,44,625,125,1574,169,2199,6.6,7.4,7.1,"75% or more P.O.C.","Less than $80000"
"06001442400","Census Tract 4424, Alameda County, California",6822,129583,1408,279,14,3340,0,1686,20.6,4.1,0.2,49,0,24.7,79.4,2018,1256,762,62.24,37.76,153,1103,214,548,367,1651,12.2,28.1,18.2,"75% or more P.O.C.","$108000 - $141000"
"06001442500","Census Tract 4425, Alameda County, California",7374,95729,1252,250,42,3521,130,1725,17,3.4,0.6,47.7,1.8,23.4,83,2297,1303,994,56.73,43.27,137,1166,114,880,251,2046,10.5,11.5,10.9,"75% or more P.O.C.","$80000 - $108000"
"06001442601","Census Tract 4426.01, Alameda County, California",4160,152778,1460,16,0,1671,19,857,35.1,0.4,0,40.2,0.5,20.6,64.9,1316,907,409,68.92,31.08,96,811,86,323,182,1134,10.6,21,13.8,"50% - 75% P.O.C.","$141000 or more"
"06001442602","Census Tract 4426.02, Alameda County, California",5059,111518,1705,183,4,1564,0,1411,33.7,3.6,0.1,30.9,0,27.9,66.3,1641,966,675,58.87,41.13,96,870,155,520,251,1390,9.9,23,15.3,"50% - 75% P.O.C.","$108000 - $141000"
"06001442700","Census Tract 4427, Alameda County, California",3048,146480,1124,154,11,1200,0,468,36.9,5.1,0.4,39.4,0,15.4,63.1,1052,758,294,72.05,27.95,65,693,34,260,99,953,8.6,11.6,9.4,"50% - 75% P.O.C.","$141000 or more"
"06001442800","Census Tract 4428, Alameda County, California",2952,122609,911,43,4,1373,0,493,30.9,1.5,0.1,46.5,0,16.7,69.1,940,798,142,84.89,15.11,131,667,38,104,169,771,16.4,26.8,18,"50% - 75% P.O.C.","$108000 - $141000"
"06001442900","Census Tract 4429, Alameda County, California",7761,135966,2056,295,106,3615,208,1322,26.5,3.8,1.4,46.6,2.7,17,73.5,2287,1676,611,73.28,26.72,328,1348,77,534,405,1882,19.6,12.6,17.7,"50% - 75% P.O.C.","$108000 - $141000"
"06001443001","Census Tract 4430.01, Alameda County, California",2891,116613,659,142,10,881,122,1024,22.8,4.9,0.3,30.5,4.2,35.4,77.2,836,590,246,70.57,29.43,23,567,70,176,93,743,3.9,28.5,11.1,"75% or more P.O.C.","$108000 - $141000"
"06001443002","Census Tract 4430.02, Alameda County, California",6930,107930,1198,207,12,4032,9,1212,17.3,3,0.2,58.2,0.1,17.5,82.7,2014,1360,654,67.53,32.47,206,1154,194,460,400,1614,15.1,29.7,19.9,"75% or more P.O.C.","$80000 - $108000"
"06001443102","Census Tract 4431.02, Alameda County, California",5065,191971,730,29,0,3871,25,283,14.4,0.6,0,76.4,0.5,5.6,85.6,1511,1363,148,90.21,9.79,134,1229,18,130,152,1359,9.8,12.2,10.1,"75% or more P.O.C.","$141000 or more"
"06001443103","Census Tract 4431.03, Alameda County, California",4107,198158,453,8,29,3357,0,137,11,0.2,0.7,81.7,0,3.3,89,1248,1094,154,87.66,12.34,65,1029,28,126,93,1155,5.9,18.2,7.5,"75% or more P.O.C.","$141000 or more"
"06001443104","Census Tract 4431.04, Alameda County, California",5620,163884,1010,19,0,4325,37,65,18,0.3,0,77,0.7,1.2,82,1789,1191,598,66.57,33.43,68,1123,21,577,89,1700,5.7,3.5,5,"75% or more P.O.C.","$141000 or more"
"06001443105","Census Tract 4431.05, Alameda County, California",4785,183008,667,74,0,3760,38,117,13.9,1.5,0,78.6,0.8,2.4,86.1,1539,1411,128,91.68,8.32,163,1248,7,121,170,1369,11.6,5.5,11,"75% or more P.O.C.","$141000 or more"
"06001443200","Census Tract 4432, Alameda County, California",4053,220568,730,0,14,3033,47,30,18,0,0.3,74.8,1.2,0.7,82,1225,1198,27,97.8,2.2,166,1032,0,27,166,1059,13.9,0,13.6,"75% or more P.O.C.","$141000 or more"
"06001443301","Census Tract 4433.01, Alameda County, California",4355,168750,1109,63,0,2596,12,382,25.5,1.4,0,59.6,0.3,8.8,74.5,1286,1087,199,84.53,15.47,123,964,28,171,151,1135,11.3,14.1,11.7,"50% - 75% P.O.C.","$141000 or more"
"06001443321","Census Tract 4433.21, Alameda County, California",3368,130875,170,128,0,2677,14,310,5,3.8,0,79.5,0.4,9.2,95,1125,471,654,41.87,58.13,37,434,10,644,47,1078,7.9,1.5,4.2,"75% or more P.O.C.","$108000 - $141000"
"06001443322","Census Tract 4433.22, Alameda County, California",3308,178200,634,54,22,2317,22,150,19.2,1.6,0.7,70,0.7,4.5,80.8,992,907,85,91.43,8.57,119,788,11,74,130,862,13.1,12.9,13.1,"75% or more P.O.C.","$141000 or more"
"06001444100","Census Tract 4441, Alameda County, California",7556,116812,3005,83,9,2059,23,2178,39.8,1.1,0.1,27.2,0.3,28.8,60.2,2573,2162,411,84.03,15.97,274,1888,43,368,317,2256,12.7,10.5,12.3,"50% - 75% P.O.C.","$108000 - $141000"
"06001444200","Census Tract 4442, Alameda County, California",7112,126028,1376,386,49,2494,74,2371,19.3,5.4,0.7,35.1,1,33.3,80.7,1887,1484,403,78.64,21.36,326,1158,149,254,475,1412,22,37,25.2,"75% or more P.O.C.","$108000 - $141000"
"06001444301","Census Tract 4443.01, Alameda County, California",3973,121156,1307,185,0,1066,0,1289,32.9,4.7,0,26.8,0,32.4,67.1,1189,862,327,72.5,27.5,101,761,144,183,245,944,11.7,44,20.6,"50% - 75% P.O.C.","$108000 - $141000"
"06001444302","Census Tract 4443.02, Alameda County, California",5185,105188,736,236,27,1898,90,2061,14.2,4.6,0.5,36.6,1.7,39.7,85.8,1500,762,738,50.8,49.2,146,616,220,518,366,1134,19.2,29.8,24.4,"75% or more P.O.C.","$80000 - $108000"
"06001444400","Census Tract 4444, Alameda County, California",5477,93094,784,270,24,1121,53,2925,14.3,4.9,0.4,20.5,1,53.4,85.7,1519,848,671,55.83,44.17,138,710,188,483,326,1193,16.3,28,21.5,"75% or more P.O.C.","$80000 - $108000"
"06001444500","Census Tract 4445, Alameda County, California",7518,109441,1387,307,11,1918,79,3577,18.4,4.1,0.1,25.5,1.1,47.6,81.6,2025,879,1146,43.41,56.59,276,603,257,889,533,1492,31.4,22.4,26.3,"75% or more P.O.C.","$108000 - $141000"
"06001444601","Census Tract 4446.01, Alameda County, California",5787,139119,1845,79,5,2184,32,1466,31.9,1.4,0.1,37.7,0.6,25.3,68.1,1779,1543,236,86.73,13.27,165,1378,83,153,248,1531,10.7,35.2,13.9,"50% - 75% P.O.C.","$108000 - $141000"
"06001444602","Census Tract 4446.02, Alameda County, California",4563,128229,728,272,5,2846,65,525,16,6,0.1,62.4,1.4,11.5,84,1575,1129,446,71.68,28.32,78,1051,33,413,111,1464,6.9,7.4,7,"75% or more P.O.C.","$108000 - $141000"
"06001450101","Census Tract 4501.01, Alameda County, California",5750,143611,1837,255,22,2715,10,464,31.9,4.4,0.4,47.2,0.2,8.1,68.1,2168,650,1518,29.98,70.02,49,601,122,1396,171,1997,7.5,8,7.9,"50% - 75% P.O.C.","$141000 or more"
"06001450102","Census Tract 4501.02, Alameda County, California",5664,162794,1402,360,73,2359,10,998,24.8,6.4,1.3,41.6,0.2,17.6,75.2,1334,831,503,62.29,37.71,104,727,81,422,185,1149,12.5,16.1,13.9,"75% or more P.O.C.","$141000 or more"
"06001450200","Census Tract 4502, Alameda County, California",5244,124338,2197,164,0,2014,24,544,41.9,3.1,0,38.4,0.5,10.4,58.1,2155,832,1323,38.61,61.39,0,832,76,1247,76,2079,0,5.7,3.5,"50% - 75% P.O.C.","$108000 - $141000"
"06001450300","Census Tract 4503, Alameda County, California",5212,115729,2603,163,6,1219,0,1076,49.9,3.1,0.1,23.4,0,20.6,50.1,1811,1146,665,63.28,36.72,84,1062,63,602,147,1664,7.3,9.5,8.1,"50% - 75% P.O.C.","$108000 - $141000"
"06001450400","Census Tract 4504, Alameda County, California",7286,117448,3522,243,0,1941,36,1013,48.3,3.3,0,26.6,0.5,13.9,51.7,2461,1684,777,68.43,31.57,192,1492,114,663,306,2155,11.4,14.7,12.4,"50% - 75% P.O.C.","$108000 - $141000"
"06001450501","Census Tract 4505.01, Alameda County, California",3156,138929,1879,0,20,807,0,281,59.5,0,0.6,25.6,0,8.9,40.5,1200,914,286,76.17,23.83,60,854,23,263,83,1117,6.6,8,6.9,"25% - 50% P.O.C.","$108000 - $141000"
"06001450502","Census Tract 4505.02, Alameda County, California",5490,176733,2527,81,52,2144,26,485,46,1.5,0.9,39.1,0.5,8.8,54,1823,1608,215,88.21,11.79,214,1394,18,197,232,1591,13.3,8.4,12.7,"50% - 75% P.O.C.","$141000 or more"
"06001450601","Census Tract 4506.01, Alameda County, California",3641,154828,1843,61,19,1314,0,223,50.6,1.7,0.5,36.1,0,6.1,49.4,1370,1176,194,85.84,14.16,89,1087,11,183,100,1270,7.6,5.7,7.3,"25% - 50% P.O.C.","$141000 or more"
"06001450602","Census Tract 4506.02, Alameda County, California",10265,160595,5229,274,10,3476,74,846,50.9,2.7,0.1,33.9,0.7,8.2,49.1,3538,2713,825,76.68,23.32,328,2385,38,787,366,3172,12.1,4.6,10.3,"25% - 50% P.O.C.","$141000 or more"
"06001450603","Census Tract 4506.03, Alameda County, California",5155,157388,2848,71,19,1513,0,607,55.2,1.4,0.4,29.4,0,11.8,44.8,1671,1317,354,78.82,21.18,82,1235,47,307,129,1542,6.2,13.3,7.7,"25% - 50% P.O.C.","$141000 or more"
"06001450604","Census Tract 4506.04, Alameda County, California",5505,162727,3204,29,0,1523,0,521,58.2,0.5,0,27.7,0,9.5,41.8,1848,1401,447,75.81,24.19,80,1321,17,430,97,1751,5.7,3.8,5.2,"25% - 50% P.O.C.","$141000 or more"
"06001450605","Census Tract 4506.05, Alameda County, California",3893,159412,2413,36,2,924,75,358,62,0.9,0.1,23.7,1.9,9.2,38,1508,1215,293,80.57,19.43,125,1090,0,293,125,1383,10.3,0,8.3,"25% - 50% P.O.C.","$141000 or more"
"06001450606","Census Tract 4506.06, Alameda County, California",6254,190521,3764,40,41,1760,0,385,60.2,0.6,0.7,28.1,0,6.2,39.8,2103,1763,340,83.83,16.17,131,1632,31,309,162,1941,7.4,9.1,7.7,"25% - 50% P.O.C.","$141000 or more"
"06001450607","Census Tract 4506.07, Alameda County, California",5717,104139,3059,127,0,1586,0,688,53.5,2.2,0,27.7,0,12,46.5,2445,920,1525,37.63,62.37,48,872,4,1521,52,2393,5.2,0.3,2.1,"25% - 50% P.O.C.","$80000 - $108000"
"06001450701","Census Tract 4507.01, Alameda County, California",8596,232250,4799,178,10,2769,0,531,55.8,2.1,0.1,32.2,0,6.2,44.2,2785,2485,300,89.23,10.77,369,2116,5,295,374,2411,14.8,1.7,13.4,"25% - 50% P.O.C.","$141000 or more"
"06001450741","Census Tract 4507.41, Alameda County, California",5852,133981,3111,159,27,1128,0,1157,53.2,2.7,0.5,19.3,0,19.8,46.8,2050,1169,881,57.02,42.98,104,1065,98,783,202,1848,8.9,11.1,9.9,"25% - 50% P.O.C.","$108000 - $141000"
"06001450742","Census Tract 4507.42, Alameda County, California",5436,160513,3163,32,0,1393,0,548,58.2,0.6,0,25.6,0,10.1,41.8,1974,1637,337,82.93,17.07,108,1529,9,328,117,1857,6.6,2.7,5.9,"25% - 50% P.O.C.","$141000 or more"
"06001450743","Census Tract 4507.43, Alameda County, California",6684,128737,1320,357,44,4066,127,387,19.7,5.3,0.7,60.8,1.9,5.8,80.3,2492,836,1656,33.55,66.45,27,809,112,1544,139,2353,3.2,6.8,5.6,"75% or more P.O.C.","$108000 - $141000"
"06001450744","Census Tract 4507.44, Alameda County, California",6273,158529,3523,69,42,1896,72,453,56.2,1.1,0.7,30.2,1.1,7.2,43.8,2156,1473,683,68.32,31.68,163,1310,53,630,216,1940,11.1,7.8,10,"25% - 50% P.O.C.","$141000 or more"
"06001450745","Census Tract 4507.45, Alameda County, California",6712,190195,1966,26,19,3899,37,666,29.3,0.4,0.3,58.1,0.6,9.9,70.7,2321,1735,586,74.75,25.25,182,1553,22,564,204,2117,10.5,3.8,8.8,"50% - 75% P.O.C.","$141000 or more"
"06001450746","Census Tract 4507.46, Alameda County, California",3525,114612,2030,11,0,942,0,422,57.6,0.3,0,26.7,0,12,42.4,1423,1042,381,73.23,26.77,53,989,12,369,65,1358,5.1,3.1,4.6,"25% - 50% P.O.C.","$108000 - $141000"
"06001450750","Census Tract 4507.50, Alameda County, California",5630,122309,1376,415,0,3069,17,526,24.4,7.4,0,54.5,0.3,9.3,75.6,2288,939,1349,41.04,58.96,5,934,48,1301,53,2235,0.5,3.6,2.3,"75% or more P.O.C.","$108000 - $141000"
"06001450751","Census Tract 4507.51, Alameda County, California",11119,239094,1334,139,5,9015,26,342,12,1.3,0,81.1,0.2,3.1,88,3135,2987,148,95.28,4.72,414,2573,49,99,463,2672,13.9,33.1,14.8,"75% or more P.O.C.","$141000 or more"
"06001450752","Census Tract 4507.52, Alameda County, California",7343,228980,1520,340,6,4553,69,543,20.7,4.6,0.1,62,0.9,7.4,79.3,2091,1770,321,84.65,15.35,314,1456,37,284,351,1740,17.7,11.5,16.8,"75% or more P.O.C.","$141000 or more"
"06001451101","Census Tract 4511.01, Alameda County, California",8692,170000,5355,147,1,1465,138,1262,61.6,1.7,0,16.9,1.6,14.5,38.4,2630,2189,441,83.23,16.77,333,1856,110,331,443,2187,15.2,24.9,16.8,"25% - 50% P.O.C.","$141000 or more"
"06001451102","Census Tract 4511.02, Alameda County, California",4003,181458,3090,13,25,290,0,376,77.2,0.3,0.6,7.2,0,9.4,22.8,1359,1332,27,98.01,1.99,136,1196,24,3,160,1199,10.2,88.9,11.8,"Less than 25% P.O.C.","$141000 or more"
"06001451201","Census Tract 4512.01, Alameda County, California",7695,95292,4432,97,29,1151,0,1559,57.6,1.3,0.4,15,0,20.3,42.4,2831,2045,786,72.24,27.76,171,1874,117,669,288,2543,8.4,14.9,10.2,"25% - 50% P.O.C.","$80000 - $108000"
"06001451202","Census Tract 4512.02, Alameda County, California",5188,143051,3166,41,15,808,20,762,61,0.8,0.3,15.6,0.4,14.7,39,1825,1577,248,86.41,13.59,161,1416,48,200,209,1616,10.2,19.4,11.5,"25% - 50% P.O.C.","$141000 or more"
"06001451300","Census Tract 4513, Alameda County, California",6903,119896,4377,95,0,622,0,1355,63.4,1.4,0,9,0,19.6,36.6,2369,1871,498,78.98,21.02,195,1676,134,364,329,2040,10.4,26.9,13.9,"25% - 50% P.O.C.","$108000 - $141000"
"06001451401","Census Tract 4514.01, Alameda County, California",6191,106542,3519,337,0,820,0,1261,56.8,5.4,0,13.2,0,20.4,43.2,2442,1509,933,61.79,38.21,85,1424,69,864,154,2288,5.6,7.4,6.3,"25% - 50% P.O.C.","$80000 - $108000"
"06001451403","Census Tract 4514.03, Alameda County, California",2308,122019,1302,36,0,206,0,642,56.4,1.6,0,8.9,0,27.8,43.6,783,613,170,78.29,21.71,93,520,12,158,105,678,15.2,7.1,13.4,"25% - 50% P.O.C.","$108000 - $141000"
"06001451404","Census Tract 4514.04, Alameda County, California",7094,79589,2786,320,3,438,0,3373,39.3,4.5,0,6.2,0,47.5,60.7,2222,1011,1211,45.5,54.5,95,916,224,987,319,1903,9.4,18.5,14.4,"50% - 75% P.O.C.","Less than $80000"
"06001451501","Census Tract 4515.01, Alameda County, California",4693,133304,3165,42,5,389,51,763,67.4,0.9,0.1,8.3,1.1,16.3,32.6,1733,1081,652,62.38,37.62,128,953,33,619,161,1572,11.8,5.1,9.3,"25% - 50% P.O.C.","$108000 - $141000"
